delay_score,energy_score,resource_score,link_score,TCRI,sample_id,source_task_id,user_id,server_index,server_site_id,behavior_policy,user_latitude,user_longitude,server_latitude,server_longitude,distance_m,mobility_status,speed_mps,candidate_server_count,arrival_time,execution_time,vec_latency,vec_energy_consumption,empirical_network_ms,deadline_ms,energy_budget,transmission_delay_ms,queue_delay_ms,computation_delay_ms,pred_delay_ms,transmission_energy,waiting_energy,pred_energy,server_cpu_utilization,raw_resource_availability,actual_delay_ms,actual_energy,success,mu_delay,mu_energy,mu_success
0.8986497707623559,0.32628928682414116,0.9929035316965487,0.32449311915410606,0.35212368155324725,1,4577,379,53,135253,random,-37.81035489079922,144.9630054600752,-37.812578,144.96531399999998,319.74174645413905,high,22.0,26,0.24749847731706762,975.85,1009.28,1.22,33.42999999999995,1951.7,1.43625,54.80793316792365,0.0,142.9973092351865,197.80524240311013,0.9676170117988273,0.0,0.9676170117988273,0.15589637272586487,0.8441036272741351,195.17132015341693,0.9305123623691486,1,0.8999993235879403,0.35212368155324725,1.0
0.8770072374898961,0.19087321368379662,0.7036126499860783,0.9700245812614996,0.20558580334112986,2,1901,497,32,134574,random,-37.81178301965595,144.96671147838475,-37.811978,144.96238799999998,380.4233287387314,static,0.5,40,0.44300567614539804,373.08,383.89,1.363,10.810000000000002,746.16,1.43625,19.03475236733138,0.0,72.73752730720774,91.77227967453912,1.162108346846647,0.0,1.162108346846647,0.5635439222098403,0.4364560777901597,90.56553812133491,1.1409773899513023,1,0.8786245066455788,0.20558580334112986,1.0
0.8657747672213173,0.6283075373340304,0.5733157038367459,0.9978340959154267,0.6223497227264609,3,436,797,31,134565,min_delay,-37.8127,144.968,-37.812845,144.968248,27.103163089872947,static,0.5,48,0.7406065229862878,175.12,199.79,0.82,24.669999999999987,350.24,1.43625,26.007270066854318,0.0,21.00377546155152,47.01104552840584,0.5338432995039988,0.0,0.5338432995039988,0.6204607854979898,0.3795392145020102,46.036248635508855,0.5424002107341205,1,0.8685579927035494,0.6223497227264609,1.0
0.8759996988741963,0.8673738643280476,0.9193200952079519,0.9238900229171675,0.8719430729894132,4,4152,616,6,101381,min_energy,-37.80838852843238,144.96963746172372,-37.809081,144.96893,98.95279655143598,low,5.0,16,2.4874108204638024,489.42,534.82,0.287,45.400000000000034,978.84,1.43625,54.384913926870425,0.0,66.99154082711132,121.37645475398175,0.19048428735884157,0.0,0.19048428735884157,0.4066855163136325,0.5933144836863675,123.64402674130724,0.18392176141895533,1,0.8736831078201674,0.8719430729894132,1.0
0.8820737495089265,0.7767569049512605,0.9955122775414574,0.9399695161877134,0.7760223514063875,5,3848,663,65,301388,min_energy,-37.81481897136585,144.97016428488644,-37.814765,144.969286,77.384792289346,low,5.0,36,2.586338004580573,645.26,687.9,0.487,42.639999999999986,1290.52,1.43625,49.239375086435416,0.0,102.94680969730472,152.18618478374015,0.32063289526375216,0.0,0.32063289526375216,0.10980878690516259,0.8901912130948374,138.89374414951342,0.3216878977925759,1,0.8923738150904182,0.7760223514063875,1.0
0.23256609715706522,0.7223262604972217,0.6950537444140735,0.9972585511990072,0.24205059210280766,6,3381,1,74,302854,min_energy,-37.81013955044752,144.97045445740824,-37.809969,144.97078,34.3151681716633,static,0.5,25,5.927667907757155,25.49,55.81,0.612,30.320000000000004,50.98,1.43625,32.40087179792967,0.0,6.7229085690031445,39.12378036693281,0.3988089083608653,0.0,0.3988089083608653,0.5676146377219545,0.43238536227804547,38.64026081459886,0.4215822531308718,1,0.24205059210280766,0.7064701457748499,1.0
0.8396444344793628,0.2503737272068416,0.9742440225311757,0.4479171777599628,0.0,7,833,690,51,135231,random,-37.81997451840002,144.95661252995916,-37.816467,144.958334,418.3056951715763,medium,12.0,30,10.337936938859897,895.8,914.32,1.203,18.520000000000095,1791.6,1.43625,34.01404294915536,0.0,253.27898823761842,287.29303118677376,1.0766507342991738,0.0,1.0766507342991738,0.2867004926139119,0.7132995073860882,259.684054287845,1.052535497544378,0,0.8550546694084366,0.26716414444255676,0.0
0.8715715644571631,0.9031080821069203,0.5594693136018636,0.4432514093331594,0.865435617129705,8,3672,51,26,134449,random,-37.81559015745049,144.95788746072122,-37.817384,144.959217,231.14152116143174,high,22.0,55,19.0875319364858,618.04,654.15,0.192,36.110000000000014,1236.08,1.43625,52.80304065827862,0.0,105.94477994751117,158.7478206057898,0.13916101707393577,0.0,0.13916101707393577,0.6260991425463139,0.37390085745368606,166.3323423783143,0.137976134465575,1,0.865435617129705,0.903933065646249,1.0
0.8440561837587213,0.7764098101917976,0.9015169760053485,0.7182567531892271,0.7743097217459034,9,1153,204,49,135143,random,-37.81308680010943,144.9590438359933,-37.814431,144.954653,413.66022360585987,low,5.0,46,19.10468715384931,645.69,671.74,0.361,26.049999999999955,1291.38,1.43625,47.601697649865216,0.0,153.7810277677973,201.38272541766253,0.32113141011203067,0.0,0.32113141011203067,0.42858053147834335,0.5714194685216567,212.83860809546013,0.3241476621424462,1,0.8351851445001006,0.7743097217459034,1.0
0.7972740346455565,0.6086367432210369,0.9931788779644719,0.857592615441591,0.6139485809976148,10,3229,519,71,302516,min_energy,-37.812382939078326,144.95746625545692,-37.812653000000005,144.956622,80.01359345230667,medium,12.0,33,19.4837473958428,219.6,262.2,0.853,42.599999999999994,439.2,1.43625,49.417158162136516,0.0,39.620085821535106,89.03724398367163,0.5620954775487857,0.0,0.5620954775487857,0.1519113192902496,0.8480886807097504,87.74316600029262,0.5544663505421756,1,0.8002204781414103,0.6139485809976148,1.0
0.8841657142207872,0.5479370907737433,0.9280600493990412,0.9909751769552417,0.5465798769920723,11,2952,224,18,130005,min_energy,-37.81436439970928,144.95927339330467,-37.813381,144.95961200000002,113.32241808694502,static,0.5,58,20.76948759235289,527.93,571.29,0.972,43.360000000000014,1055.86,1.43625,53.18732009649989,0.0,69.11746888633974,122.30478898283963,0.6492753533762112,0.0,0.6492753533762112,0.39427353125003817,0.6057264687499618,122.92406802059338,0.6512246516701361,1,0.8835791979802309,0.5465798769920723,1.0
0.8782989323316478,0.9054104550448439,0.9677399509145379,0.8328561464100701,0.8805271974712764,12,4491,807,73,302571,min_energy,-37.813493506659455,144.9703382187514,-37.81354,144.971421,95.25747141342912,medium,12.0,41,20.891902177378288,822.42,842.63,0.205,20.210000000000036,1644.84,1.43625,24.060306994530848,0.0,176.11847714908157,200.1787841436124,0.135854233941843,0.0,0.135854233941843,0.30988661888185354,0.6901133811181465,196.51364451134577,0.13775508028439423,1,0.8805271974712764,0.9040869763032938,1.0
0.8232734115410558,0.16369372613373045,0.9969470560015793,0.9611023205945292,0.16567277888868415,13,5675,802,20,134245,min_load,-37.8140829817326,144.95687052415803,-37.818494,144.957705,495.93003295602693,static,0.5,41,28.096838036941495,408.71,453.09,1.208,44.379999999999995,817.42,1.43625,88.39874972517694,0.0,56.061098212933224,144.45984793811016,1.2011448858404297,0.0,1.2011448858404297,0.0711408705209955,0.9288591294790045,151.4792231643191,1.1983024713211274,1,0.8146861794862872,0.16567277888868415,1.0
0.7009708127788037,0.06941987829314167,0.996099658038724,0.3889931714171522,0.0,14,1105,746,3,10004167,min_load,-37.81703852414898,144.96359047140552,-37.816790000000005,144.96918,491.7674425600624,medium,12.0,43,33.97393560311283,181.03,222.55,1.352,41.52000000000001,362.06,1.43625,82.3563684301876,0.0,25.910139095118712,108.26650752530631,1.3365456998014753,0.0,1.3365456998014753,0.09572169208192668,0.9042783079180733,101.15222180217172,1.3459095083706523,0,0.7206202789532903,0.06290025526847542,0.0
0.8992195123336273,0.944217803828416,0.7987894132005365,0.8961231482486754,0.9088952273683492,15,667,516,115,9002262,min_delay,-37.81618291900851,144.97057592397968,-37.816217,144.970928,31.15836170730138,high,22.0,28,35.17120046866817,125.89,134.55,0.123,8.66000000000001,251.78,1.43625,9.19966282477047,0.0,16.17484835986886,25.37451118463933,0.08011717925143753,0.0,0.08011717925143753,0.5121254707054448,0.4878745292945552,22.938359653197047,0.07969738662041752,1,0.9088952273683492,0.944510087644618,1.0
0.6774993580089713,0.7824564048403816,0.9951631875464619,0.7871511547860769,0.6669527419839771,16,3230,413,4,10004576,min_load,-37.816869298429694,144.95387849361575,-37.81808,144.95692,299.16873059441997,low,5.0,33,38.66975929756851,153.83,191.67,0.403,37.839999999999975,307.66,1.43625,60.48108953138566,0.0,38.73945798357422,99.22054751495989,0.31244698854800196,0.0,0.31244698854800196,0.11733491884919159,0.8826650811508084,102.46531940120958,0.3352928184831397,1,0.6669527419839771,0.7665498217697896,1.0
0.8862651745914193,0.9250774001362578,0.9960394934485146,0.9947143987251331,0.8897785839572302,17,5532,763,45,135009,min_delay,-37.81464079947871,144.96269651118226,-37.815196,144.96296999999998,66.24524354431777,static,0.5,54,42.29849185685455,389.24,421.74,0.164,32.5,778.48,1.43625,36.80594083038065,0.0,51.734346053691304,88.54028688407195,0.10760758405429968,0.0,0.10760758405429968,0.09725850252722376,0.9027414974727762,85.80516796097541,0.10760970892117917,1,0.8897785839572302,0.9250759206815115,1.0
0.9151223453519861,0.3875506633655974,0.9954261484264689,0.8284836268435372,0.3684033920994345,18,919,323,62,301382,min_energy,-37.81587498259174,144.96494304198856,-37.816122,144.964421,53.45403543196884,high,22.0,43,43.62084347364369,809.19,817.73,1.345,8.539999999999964,1618.38,1.43625,9.452994925177986,0.0,127.91130380407475,137.36429872925274,0.8796303597411608,0.0,0.8796303597411608,0.11171847096926223,0.8882815290307378,144.3006841470431,0.9071306280971871,1,0.9108363399528893,0.3684033920994345,1.0
0.8847734470369841,0.8827280802333742,0.9790545774698955,0.9715748179073893,0.8806013365263707,19,2833,67,121,9014611,min_energy,-37.81529290140387,144.9581980664844,-37.815296,144.958369,15.019271020104215,medium,12.0,60,44.476747258295475,272.38,294.14,0.259,21.75999999999999,544.76,1.43625,22.413638674794928,0.0,40.35717831733758,62.77081699213251,0.16843179476481626,0.0,0.16843179476481626,0.2655332738353209,0.7344667261646791,61.33128358334136,0.17148633041400008,1,0.8874159564150427,0.8806013365263707,1.0
0.9192750874466663,0.6353611276711835,0.9845324315022103,0.9665664545127456,0.6288654841151688,20,2367,335,24,134386,random,-37.81624798485159,144.97144337680226,-37.815549,144.966686,425.06530993736294,static,0.5,27,47.990942463877765,733.21,743.58,0.58,10.370000000000005,1466.42,1.43625,19.185854528100915,0.0,99.1907717383587,118.37662626645962,0.5237125803822629,0.0,0.5237125803822629,0.23465786372695668,0.7653421362730433,115.94139569906112,0.5330419484395889,1,0.9209357512178904,0.6288654841151688,1.0
0.8960837108613452,0.24016203221447152,0.9948343994259454,0.9786797245846287,0.2976333278857851,21,1849,536,123,9015396,min_load,-37.81933036664703,144.9594005251438,-37.817386,144.96123,269.3854430703268,static,0.5,42,49.03898872953583,645.86,657.86,1.452,12.0,1291.72,1.43625,18.465250633687845,0.0,115.76549837249539,134.23074900618323,1.0913172812319654,0.0,1.0913172812319654,0.12394450828910053,0.8760554917108995,131.47390897108875,1.0087741328240412,1,0.8982179505070071,0.2976333278857851,1.0
0.8955067800534529,0.67344277597404,0.8837314187539632,0.2425947675611355,0.6733889835767135,22,3859,421,79,303710,random,-37.81774628251669,144.95466600783286,-37.81751,144.959237,402.3758099085722,high,22.0,31,53.386499083962114,784.83,817.1,0.535,32.26999999999998,1569.66,1.43625,58.239334771499216,0.0,105.77949284979805,164.01882762129725,0.46901781300728507,0.0,0.46901781300728507,0.44717496788356703,0.552825032116433,174.78257559754485,0.4690950723379452,1,0.8886494045859964,0.6733889835767135,1.0
0.8487287778592685,0.5013561056675417,0.994142251859124,0.7331382956783974,0.5191455299190115,23,1718,551,98,42987,min_load,-37.8138390998007,144.95239010799995,-37.812379,144.956402,388.0261551451727,low,5.0,16,55.15686253053367,644.08,665.13,0.832,21.049999999999955,1288.16,1.43625,37.38590113161169,0.0,157.47563638119297,194.86153751280466,0.7161772932349932,0.0,0.7161772932349932,0.13658849464953435,0.8634115053504656,175.51685885693425,0.6906272326538198,1,0.8637460728038953,0.5191455299190115,1.0
